i1,i2,i3,i4,i5,i6
-0.24049514440662248,-0.41512427843137806,0.316374957653738,-0.63083956155263,-0.1549815174949275,-0.21776217772668766
0.6349145328452598,0.14403045882613374,0.4287461042291767,0.9252509303583529,0.7270537562391471,0.4358655126292274
-1.5772479348728465,-1.8853843011544997,-1.7134633450772196,-1.0966933489186903,-1.4501865695029563,-0.8992304391960559
0.1935898735829253,-0.4642991369672819,-0.14288235313951486,0.40678958940427085,-0.7409416645130231,-1.1674722965188824
-0.9365756377199193,-0.12745798130475244,-0.04050023151696665,-0.7370401427505974,-0.09591769628800262,-1.8007463020730425
0.9594678169270284,1.4788644622730716,0.14696683497415608,0.5392604155239888,0.3764522850482561,0.18596853280851727
0.018730776485408135,0.8609775818741441,0.929407552610637,0.7572233840624815,1.7126126061892186,0.808379794398765
1.0772391895287992,0.17975374491247717,0.3432679381530349,-0.47621952339211054,0.856141209890769,-0.19505074822550933
-0.11915667129505944,0.5687797395616604,0.047356777128345545,-0.9506185845604934,-0.25497872105792424,-0.6387917668791555
0.8231268114775054,0.6576421891718981,0.7638813223382237,0.23913895518799208,-0.7773120077610357,0.3089320782492767
-0.657891584200238,-0.8898208153212717,-0.18973519143828657,-0.5254384203861747,-0.8505042868922714,-0.11192946330943349
0.3586012978654358,0.7106018947475509,0.5848591022485308,-0.022333723440341423,0.19297301734076036,-0.5005953978450551
-0.05194840792400607,-0.34571483344494996,-1.1688119670289463,-1.2059057707855585,-0.3338930180088283,-0.3673451694537754
0.41585270377050176,0.4414563933810252,0.49239056088512934,0.7720284944783324,-0.14606777930684017,-0.24496091247283547
-0.1187275464717431,0.5041851093740918,0.8706801986584864,0.1918273163581253,-0.7407392858765343,-0.4445854554893517
1.2978100537997022,1.2942954488223068,1.2950576875254654,-0.09360574767923367,-0.12384997102799374,0.2947946933188254
-0.7953792436386335,-0.894291037804829,-0.18376455442826228,-1.3932813869722096,-0.5118046881526379,-0.5491041135502711
0.5393316468693103,1.3460546590569236,0.20764086005626842,1.8919099531700982,0.8376819807743484,0.24642217579679615
-0.1437098023724815,-0.6957944049289811,-0.46006117572261407,-0.5048549423285389,-0.3971975364775711,-0.8737823718709296
-0.15019337849964126,0.00010649751478575276,0.1017285788608484,0.6762621418972119,0.9778153289534043,-0.43216840189559724
0.5058608169104651,0.2487614033028191,0.6010872707649958,0.25169668312596843,0.44408279803203304,1.2643493924656308
-0.5855655419134538,-0.27810153927091646,-0.5587699274146558,0.15324906730508153,0.07700204240296785,0.3309832704701909
0.6396058979817134,0.8616449452863963,0.2319435330940855,0.4519155570133041,-0.33636971021563616,0.11937177408031621
1.1426328364336351,1.0767968030650636,0.7164043017602395,0.6648965986201434,0.5192559973204587,0.7402261392563818
0.6801003780371051,0.3592577907202893,0.6297470132446316,-1.1968128572354466,0.32481991795072507,-1.5605347445508337
-0.48113419179659683,0.5148286533167121,0.44883619214497383,0.010849569476861998,0.1963881603368804,1.0731011728978368
-1.4155053367279677,-0.13150340676400174,-1.0368565686461872,-0.21783627547483764,0.2692666940780475,-0.23766544015585545
-0.8912406995694312,-0.49798852121852843,-0.3772295817026649,-1.1722732875146575,-0.6648387164297963,-0.8047195687838256
0.34534132087643793,0.03345985164851159,-0.24511059741336533,1.1206569550846892,1.1803395540245691,1.3102681951631436
-1.045707559996668,-0.9728460182607825,-0.06056221632455766,0.5024879796117316,-0.04124484307896925,0.8342190116517714
-1.171267907576512,-2.0012069489752378,-1.0914863196717293,-0.10518260955743225,-0.3351203349638834,-0.0341713418782047
-0.4430964089209048,0.35896621828093395,0.007059370379766866,0.26799760017183294,0.8558297325240865,1.0841668150101484
1.455782511924438,1.2440855623022873,0.48814558588141205,0.8645245195010801,1.046764705671782,0.6454344708143482
-0.2663713525050118,0.03979233625826872,-0.2939023309188042,-0.7329330627246452,-0.5855854849618274,-0.0558228384974348
0.6685972535575417,0.767880751801375,0.8925535596269123,-0.23592453008350087,0.32552981216077465,0.07946493820200479
-1.689543669180851,-0.4777206685701534,-1.1749799217273316,-1.7789913079699096,-1.511588028317135,-1.3165556882745775
-0.6623677610000226,-0.7382478303889506,-0.7703329484367065,0.5846492511099657,0.387896627676798,0.44426144832748304
0.3674119300611407,0.48765270576409636,-0.8143567208470653,0.4026336433422636,-0.4418666530588523,0.5066880017099739
-0.32803298546251136,0.17383099256446255,0.24328560884276618,0.17535525994128326,-0.1703456134715494,0.30793765208245527
